Education,Marital_Status,Income,Kidhome,Teenhome,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,Response,Complain,Age,Total_Children,Customer_For_Years
Master,Married,47353.0,0,1,93,184,2,19,0,8,4,3,2,2,6,5,0,0,66,1,13
Graduation,Married,48920.0,0,2,93,238,17,68,0,10,6,3,6,2,5,7,0,0,62,2,13
PhD,Married,67472.0,0,1,93,162,31,127,0,17,69,2,4,2,7,3,0,0,66,1,13
Master,Married,64100.0,0,1,93,500,0,27,0,0,10,1,8,3,6,7,0,0,62,1,13
Graduation,Married,38872.0,1,0,93,23,3,21,0,19,22,2,3,0,3,8,0,0,38,1,13
Master,Single,72217.0,0,0,93,500,42,450,55,56,125,1,3,10,8,2,0,0,64,0,13
Basic,Single,15038.0,1,0,93,0,8,11,19,12,26,2,2,1,2,9,0,0,39,1,13
Graduation,Married,13624.0,1,0,93,0,2,15,0,1,6,2,2,0,3,6,0,0,50,1,13
Graduation,Married,42554.0,1,1,93,29,1,11,0,0,0,2,2,0,3,4,0,0,48,2,13
Graduation,Married,71952.0,1,0,93,500,75,455,52,65,93,2,8,4,8,4,0,0,40,1,13
Master,Married,78041.0,0,0,93,482,35,500,72,65,17,1,4,4,9,2,0,0,55,0,14
Master,Single,63972.0,0,1,93,500,63,254,0,12,12,4,5,4,10,4,0,0,62,1,14
Graduation,Married,52852.0,0,1,93,500,8,99,11,0,47,4,10,7,5,8,0,0,66,1,14
PhD,Married,62010.0,0,1,93,371,22,39,0,0,92,4,6,2,7,5,0,0,54,1,14
Master,Married,83151.0,0,0,93,407,28,100,100,65,18,1,5,9,4,3,0,0,66,0,14
Graduation,Married,77870.0,0,1,93,500,50,500,65,50,125,3,5,5,5,8,1,0,59,1,14
Graduation,Married,46931.0,2,1,94,41,0,17,0,1,16,2,1,1,3,3,0,0,49,3,12
Graduation,Single,85072.0,0,0,94,494,75,391,100,11,125,1,3,4,10,0,0,0,49,0,12
Master,Married,73395.0,0,0,94,272,7,80,20,7,11,1,4,4,6,2,0,0,39,0,12
Graduation,Single,62307.0,0,1,94,87,13,34,10,6,10,1,4,0,4,5,0,0,66,1,12
PhD,Married,58293.0,1,0,94,173,43,118,46,27,15,5,5,3,6,5,0,0,45,1,12
Graduation,Married,47889.0,1,0,94,29,0,29,0,5,4,1,2,0,3,5,0,0,52,1,12
Basic,Married,24594.0,1,0,94,0,3,0,10,0,9,1,1,0,3,5,0,0,47,1,13
Master,Single,69882.0,0,0,94,292,75,500,100,65,125,1,3,7,9,1,0,0,61,0,13
Graduation,Married,24221.0,0,0,94,0,9,0,0,5,22,1,1,1,3,4,0,0,66,0,13
Graduation,Single,22327.0,1,0,94,0,4,0,0,0,5,1,1,0,3,5,0,0,41,1,13
Master,Married,61923.0,0,2,94,92,4,18,0,3,6,1,2,1,4,3,0,0,65,2,13
Master,Single,35791.0,2,1,94,27,0,0,0,0,3,2,1,0,3,8,0,0,61,3,13
Master,Single,91172.0,0,0,94,162,28,500,0,28,56,0,4,3,7,3,1,0,36,0,13
Graduation,Married,35441.0,1,1,94,25,1,0,0,1,1,2,1,0,3,8,0,0,59,2,13
Graduation,Married,19656.0,1,0,94,25,4,0,0,8,32,3,2,1,3,7,0,0,56,1,13
Graduation,Married,7500.0,0,0,94,0,2,0,0,1,5,1,0,0,3,6,0,0,39,0,13
Graduation,Married,71626.0,0,0,94,500,72,376,94,65,72,1,5,5,8,3,0,0,47,0,14
Graduation,Married,75330.0,1,1,94,500,75,257,93,61,61,4,10,3,12,6,0,0,49,2,14
Master,Married,34529.0,1,0,94,68,6,38,0,6,41,2,2,2,3,7,0,0,50,1,14
Graduation,Single,48789.0,0,0,94,351,16,156,0,5,125,1,6,4,7,6,0,0,34,0,14
PhD,Divorced,34487.0,1,1,94,19,18,33,24,1,8,3,3,0,3,9,0,0,49,2,14
Master,Married,35688.0,2,1,94,73,3,90,12,1,32,7,4,1,4,8,0,0,53,3,14
Graduation,Single,53700.0,0,1,94,263,5,233,69,41,83,4,5,5,8,5,0,0,66,1,14
Master,Single,73454.0,0,0,95,500,73,351,56,14,125,1,2,4,6,5,0,0,39,0,12
Graduation,Married,71113.0,0,1,95,495,33,255,11,33,8,4,6,7,9,4,0,0,66,1,13
Graduation,Single,52247.0,0,1,95,264,0,21,12,6,125,3,6,1,5,7,0,0,66,1,13
Master,Married,31535.0,1,0,95,15,4,13,0,0,19,1,1,1,2,7,0,0,46,1,13
Graduation,Married,80812.0,0,0,95,500,22,500,100,65,33,1,4,8,5,2,0,0,66,0,13
Graduation,Married,40479.0,1,0,95,0,0,0,0,0,0,1,0,0,3,4,0,0,44,1,13
Graduation,Married,29440.0,1,1,95,17,8,14,10,4,3,2,1,0,4,7,0,0,66,2,13
Graduation,Married,38508.0,1,0,95,120,19,206,25,19,54,6,7,2,5,8,0,0,40,1,13
Graduation,Married,69520.0,0,0,95,500,75,414,100,65,93,1,9,6,5,5,0,0,43,0,13
Graduation,Single,18701.0,1,1,95,0,4,0,10,6,10,4,2,0,4,5,0,0,62,2,13
Graduation,Divorced,69901.0,0,1,95,312,21,206,100,65,125,3,7,3,10,5,0,0,57,1,13
Graduation,Married,47703.0,0,1,95,359,0,134,13,26,123,4,6,3,8,5,0,0,66,1,13
Graduation,Single,86037.0,0,0,95,490,44,125,29,20,22,1,6,7,11,3,1,0,35,0,13
Graduation,Divorced,71847.0,0,0,95,500,21,106,55,63,125,0,6,7,9,3,0,0,48,0,14
Master,Married,42033.0,1,1,95,0,1,0,0,0,7,1,1,0,2,7,0,0,55,2,14
Graduation,Divorced,51983.0,0,1,95,500,0,115,10,7,30,3,9,2,10,7,0,0,62,1,14
Graduation,Single,68655.0,0,0,95,456,19,500,75,65,38,1,4,5,11,3,0,0,38,0,14
Graduation,Married,38285.0,2,1,96,0,0,0,0,0,1,1,0,0,3,2,0,0,66,3,12
Master,Married,79419.0,0,0,96,500,75,500,20,15,31,1,4,6,4,2,0,0,56,0,12
Graduation,Single,57338.0,0,1,96,143,6,52,11,8,17,2,4,1,5,5,0,0,51,1,12
Graduation,Married,42523.0,0,0,96,0,36,11,0,26,35,1,1,1,4,2,0,0,62,0,12
Graduation,Married,31761.0,1,0,96,19,1,20,16,14,28,2,3,0,4,5,0,0,42,1,12
Graduation,Married,65747.0,0,1,96,346,17,48,23,13,13,4,8,1,6,6,0,0,57,1,12
Master,Married,17144.0,1,1,96,18,2,19,0,2,6,5,3,0,4,7,0,0,66,2,12
Graduation,Single,52247.0,2,1,96,48,5,48,0,10,7,3,2,1,4,6,0,0,66,3,12
PhD,Married,84618.0,0,0,96,500,75,500,21,65,0,1,6,9,10,2,0,0,61,0,13
PhD,Married,66375.0,0,1,96,500,0,45,0,0,125,3,2,4,5,7,0,0,66,1,13
Graduation,Married,42213.0,0,1,96,309,3,24,0,3,20,2,5,1,7,7,0,0,66,1,13
Graduation,Married,52247.0,0,1,96,231,65,196,38,65,124,1,6,5,7,4,0,0,63,1,13
PhD,Single,51141.0,0,0,96,144,0,0,0,0,6,1,3,1,4,5,0,0,66,0,13
Graduation,Married,15072.0,2,0,96,0,2,15,0,10,18,4,3,1,3,5,0,0,46,2,13
Master,Married,7500.0,1,0,96,0,11,0,0,6,9,2,2,0,3,8,0,0,40,1,13
Master,Married,17117.0,1,0,96,0,23,38,30,18,7,4,3,1,3,9,0,0,48,1,13
Graduation,Married,59754.0,0,1,96,115,27,44,0,65,125,3,5,2,6,5,1,0,61,1,14
Master,Married,65569.0,0,1,96,397,46,288,20,38,70,2,6,5,10,3,0,0,66,1,14
Master,Single,28457.0,0,0,96,24,1,108,29,29,14,1,4,1,4,8,0,0,66,0,14
PhD,Single,86857.0,0,0,96,500,75,500,100,65,40,1,5,6,10,2,1,0,54,0,14
Graduation,Married,68142.0,0,1,96,500,75,196,91,65,37,3,10,4,7,6,0,0,62,1,14
Graduation,Married,48794.0,1,1,97,25,0,11,0,0,15,1,1,0,3,4,0,0,66,2,12
Graduation,Married,63404.0,0,2,97,500,26,70,11,44,17,2,6,3,4,4,0,0,62,2,12
Master,Married,49669.0,1,0,97,166,5,107,11,8,29,2,5,1,6,6,0,0,52,1,12
Graduation,Married,55761.0,0,1,97,136,1,12,0,3,32,2,4,1,3,6,0,0,62,1,12
Graduation,Divorced,78331.0,0,1,97,500,75,354,100,65,61,2,10,6,7,4,0,0,66,1,12
Graduation,Married,37971.0,1,0,97,0,4,10,0,2,7,1,1,0,3,8,0,0,53,1,13
Graduation,Married,30368.0,0,1,97,35,0,13,0,0,2,2,2,0,3,8,0,0,49,1,13
PhD,Married,34043.0,1,0,97,20,2,14,0,0,10,1,2,0,2,9,0,0,48,1,13
PhD,Single,54111.0,0,1,97,267,6,54,0,3,50,2,5,2,6,5,0,0,61,1,13
Graduation,Divorced,69932.0,0,1,97,412,75,153,100,65,57,2,7,6,11,4,0,0,62,1,13
PhD,Married,39665.0,1,0,97,127,1,56,0,1,31,3,4,2,3,7,0,0,45,1,13
Graduation,Married,93404.0,1,2,97,500,15,287,20,0,15,3,3,4,7,5,0,0,66,3,13
Graduation,Married,38680.0,1,0,97,0,0,36,15,5,12,1,2,0,3,7,0,0,42,1,13
Graduation,Married,24570.0,1,0,97,28,34,62,11,14,44,3,4,0,4,9,0,0,42,1,13
PhD,Married,77766.0,0,1,97,500,59,265,100,59,27,2,11,10,11,6,1,0,59,1,13
Graduation,Married,64961.0,0,1,97,382,75,276,75,65,38,2,6,4,4,3,0,0,66,1,14
Master,Divorced,23748.0,1,0,97,0,6,29,12,15,8,3,2,1,3,8,0,0,58,1,14
Graduation,Single,45989.0,0,1,97,138,33,87,28,24,12,4,3,2,7,3,0,0,62,1,14
Master,Single,23331.0,1,0,97,104,20,101,24,15,5,6,5,1,5,9,0,0,38,1,14
PhD,Married,70421.0,0,1,98,479,28,136,75,14,35,3,10,3,7,6,0,0,66,1,12
PhD,Single,23091.0,1,1,98,35,0,11,0,0,2,4,2,1,3,7,0,0,63,2,12
Master,Married,24683.0,1,0,98,0,4,10,0,7,6,2,2,0,4,5,0,0,36,1,12
PhD,Married,54222.0,0,1,98,199,12,31,0,12,7,1,3,3,5,3,0,0,53,1,12
Graduation,Single,73455.0,0,0,98,500,61,500,100,65,20,1,6,5,10,3,0,0,58,0,13
Graduation,Married,84906.0,0,0,98,500,15,414,99,30,76,1,5,6,12,2,0,0,54,0,13
Master,Married,47025.0,0,1,98,500,11,59,23,5,29,5,11,1,6,9,0,0,48,1,13
Graduation,Married,44529.0,0,1,98,500,13,91,17,6,26,6,6,2,11,5,0,0,60,1,13
PhD,Single,31560.0,1,0,98,62,1,20,0,0,7,2,2,1,3,8,0,0,52,1,13
PhD,Divorced,90687.0,0,0,98,500,17,500,23,34,51,1,6,2,8,2,1,0,43,0,13
PhD,Married,66973.0,0,0,98,466,22,432,100,65,102,1,8,7,12,3,0,0,37,0,13
Graduation,Married,41154.0,0,1,98,44,2,11,0,3,7,1,1,0,4,5,0,0,48,1,13
Graduation,Married,64590.0,0,0,98,500,75,168,36,46,30,1,9,4,10,6,0,0,58,0,14
PhD,Divorced,50611.0,0,1,98,459,0,24,0,0,4,6,4,5,7,6,1,0,66,1,14
PhD,Divorced,50611.0,0,1,98,459,0,24,0,0,4,6,4,5,7,6,0,0,66,1,14
Graduation,Single,83273.0,1,2,98,433,75,500,16,65,102,10,4,6,9,7,0,0,56,3,14
Graduation,Divorced,81702.0,0,0,98,500,50,500,28,31,125,1,7,7,12,3,0,0,46,0,14
Master,Married,24401.0,0,0,98,73,28,217,10,24,115,3,6,1,6,8,0,0,47,0,14
Graduation,Married,42557.0,0,1,98,192,5,53,0,5,15,4,6,1,4,8,0,0,52,1,14
Master,Married,7500.0,1,0,98,0,17,17,13,14,34,4,2,1,3,9,0,0,41,1,14
Graduation,Married,78416.0,0,1,99,453,38,279,100,38,125,2,7,7,10,3,0,0,50,1,12
Graduation,Married,44794.0,0,1,99,54,0,0,0,0,4,1,2,0,3,6,0,0,60,1,12
Graduation,Single,69719.0,0,0,99,273,75,208,100,14,43,1,2,3,5,1,0,0,52,0,12
Graduation,Married,62568.0,0,1,99,362,17,398,80,35,61,3,5,3,5,4,0,0,64,1,12
Graduation,Married,42231.0,1,1,99,24,0,0,0,1,4,1,1,0,3,5,0,0,57,2,12
Master,Married,20130.0,0,0,99,0,6,0,0,6,12,1,1,0,3,8,0,0,52,0,12
Graduation,Single,42429.0,0,1,99,55,0,0,0,0,4,2,1,1,3,5,0,0,53,1,12
Master,Divorced,36640.0,1,0,99,15,6,0,0,4,25,1,2,1,2,5,0,1,66,1,13
Graduation,Divorced,78901.0,0,1,99,321,11,309,33,26,34,3,9,3,5,4,0,0,53,1,13
PhD,Divorced,66476.0,0,1,99,372,18,126,47,48,78,2,5,2,11,4,0,0,50,1,13
Master,Married,31056.0,1,0,99,0,10,13,0,8,16,1,1,0,3,8,0,0,49,1,13
Graduation,Divorced,46310.0,1,0,99,185,2,88,15,5,14,2,6,1,5,8,0,0,50,1,14
Graduation,Married,65819.0,0,0,99,267,38,500,100,65,63,1,5,4,10,3,0,0,48,0,14
PhD,Married,94871.0,0,2,99,169,24,500,100,0,125,1,8,5,4,7,1,0,57,2,14
